gdenergy_max,gdenergy_min,gdpuls_max,gdpuls_min,size_rules,n_inliers_included,n_outliers_included,n_inliers,n_inliers_p0,n_inliers_p1,n_outliers_p1,n_outliers_p0,n_outliers
-80.5,-inf,inf,-91.5,2,20,20,614,614,156,69,69,69
inf,44.5,inf,83.5,2,13,21,614,614,156,69,69,69
105.0,58.0,inf,10.0,4,44,3,614,614,156,69,69,69
89.0,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
inf,100.0,inf,-inf,2,2,25,614,614,156,69,69,69
inf,49.0,108.0,64.0,4,20,4,614,614,156,69,69,69
-80.5,-inf,-77.0,-inf,2,6,18,614,614,156,69,69,69
71.0,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
inf,46.0,inf,58.5,2,25,22,614,614,156,69,69,69
inf,95.0,99.5,-inf,2,9,14,614,614,156,69,69,69
100.5,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
-70.5,-inf,-81.5,-inf,3,0,18,614,614,156,69,69,69
inf,-inf,inf,90.5,1,6,23,614,614,156,69,69,69
inf,91.0,93.0,-83.0,3,11,14,614,614,156,69,69,69
inf,111.5,inf,-27.5,5,0,23,614,614,156,69,69,69
94.5,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
inf,67.5,66.5,-29.0,5,23,8,614,614,156,69,69,69
inf,106.0,inf,-inf,2,0,24,614,614,156,69,69,69
107.0,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
inf,112.5,inf,-inf,1,0,22,614,614,156,69,69,69
inf,45.5,inf,92.0,2,6,18,614,614,156,69,69,69
inf,107.0,inf,6.0,3,0,23,614,614,156,69,69,69
inf,54.5,inf,99.5,3,0,18,614,614,156,69,69,69
-77.0,-inf,-81.5,-inf,3,0,16,614,614,156,69,69,69
inf,110.5,inf,-inf,2,0,24,614,614,156,69,69,69
109.5,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
72.5,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
inf,29.5,96.0,66.5,4,23,4,614,614,156,69,69,69
-86.0,-inf,inf,-91.0,2,4,16,614,614,156,69,69,69
inf,45.5,inf,83.5,2,13,21,614,614,156,69,69,69
-84.5,-inf,inf,-inf,1,8,17,614,614,156,69,69,69
inf,117.5,inf,-inf,1,0,22,614,614,156,69,69,69
inf,-inf,-81.5,-90.5,2,8,16,614,614,156,69,69,69
-86.5,-inf,-74.5,-inf,3,0,14,614,614,156,69,69,69
-71.5,-inf,-78.5,-inf,2,5,18,614,614,156,69,69,69
inf,107.0,inf,-81.0,4,0,24,614,614,156,69,69,69
-76.5,-inf,-75.5,-inf,3,8,19,614,614,156,69,69,69
-83.5,-inf,inf,-inf,2,9,18,614,614,156,69,69,69
-60.5,-inf,-81.5,-inf,2,3,19,614,614,156,69,69,69
inf,94.5,inf,9.5,2,9,23,614,614,156,69,69,69
100.5,72.5,inf,-27.5,3,31,3,614,614,156,69,69,69
-19.0,-83.0,-75.5,-92.5,4,27,4,614,614,156,69,69,69
inf,54.5,4.0,-inf,2,7,9,614,614,156,69,69,69
inf,-inf,101.0,88.0,3,12,7,614,614,156,69,69,69
-21.0,-inf,-81.5,-inf,2,7,19,614,614,156,69,69,69
-69.0,-inf,-81.5,-inf,3,1,18,614,614,156,69,69,69
113.0,-91.0,98.0,81.5,5,15,5,614,614,156,69,69,69
-26.0,-inf,-81.5,-inf,2,7,19,614,614,156,69,69,69
inf,95.5,83.5,-inf,2,5,10,614,614,156,69,69,69
91.5,-83.0,inf,83.5,3,12,10,614,614,156,69,69,69
-78.0,-inf,-77.5,-inf,3,5,18,614,614,156,69,69,69
inf,52.0,inf,89.5,3,5,21,614,614,156,69,69,69
-83.5,-inf,-79.0,-inf,2,1,15,614,614,156,69,69,69
-78.0,-inf,-77.5,-91.5,4,5,18,614,614,156,69,69,69
inf,99.0,inf,-inf,1,3,25,614,614,156,69,69,69
inf,-84.5,-77.5,-85.5,4,21,3,614,614,156,69,69,69
54.5,-inf,inf,66.5,3,9,7,614,614,156,69,69,69
inf,111.5,inf,-81.5,2,0,24,614,614,156,69,69,69
0.5,-70.5,-77.0,-inf,3,16,1,614,614,156,69,69,69
106.0,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
-85.5,-inf,90.5,-inf,2,4,16,614,614,156,69,69,69
inf,112.5,99.5,-inf,3,0,10,614,614,156,69,69,69
-22.0,-inf,-81.5,-inf,2,7,19,614,614,156,69,69,69
inf,30.5,inf,101.0,3,0,19,614,614,156,69,69,69
89.5,-inf,inf,81.5,3,13,9,614,614,156,69,69,69
-77.5,-86.5,99.5,-82.5,7,27,1,614,614,156,69,69,69
inf,111.5,inf,-9.5,3,0,23,614,614,156,69,69,69
-19.0,-78.0,-77.5,-93.5,4,16,2,614,614,156,69,69,69
-84.5,-inf,-81.5,-inf,4,0,13,614,614,156,69,69,69
-86.0,-inf,inf,-inf,2,4,16,614,614,156,69,69,69
inf,-inf,inf,93.5,1,4,21,614,614,156,69,69,69
107.0,-inf,-83.0,-inf,2,7,14,614,614,156,69,69,69
inf,109.5,inf,10.0,3,0,23,614,614,156,69,69,69
72.5,-inf,inf,66.5,2,16,9,614,614,156,69,69,69
113.0,-inf,-81.5,-inf,2,9,20,614,614,156,69,69,69
inf,109.5,inf,-inf,1,0,24,614,614,156,69,69,69
-64.0,-inf,-81.5,-inf,3,3,18,614,614,156,69,69,69
-80.5,-inf,-81.0,-inf,3,1,16,614,614,156,69,69,69
inf,94.5,inf,79.5,3,2,17,614,614,156,69,69,69
inf,35.0,inf,87.5,3,12,22,614,614,156,69,69,69
inf,39.0,106.0,83.5,4,13,5,614,614,156,69,69,69
-71.0,-inf,-81.5,-inf,3,0,18,614,614,156,69,69,69
-80.5,-inf,inf,-81.0,3,20,4,614,614,156,69,69,69
inf,-71.5,-78.5,-91.0,3,13,1,614,614,156,69,69,69
inf,-inf,inf,95.5,1,1,20,614,614,156,69,69,69
-87.5,-inf,95.5,-inf,3,2,11,614,614,156,69,69,69
inf,35.0,inf,99.5,3,0,18,614,614,156,69,69,69
inf,57.5,-8.5,-91.5,3,5,7,614,614,156,69,69,69
inf,117.5,inf,-81.5,3,0,22,614,614,156,69,69,69
inf,64.5,-10.5,-inf,2,2,6,614,614,156,69,69,69
-69.5,-inf,-81.5,-inf,3,1,18,614,614,156,69,69,69
-86.5,-inf,inf,-inf,2,3,15,614,614,156,69,69,69
-70.0,-inf,-81.0,-inf,4,4,18,614,614,156,69,69,69
inf,-inf,96.0,88.5,2,8,5,614,614,156,69,69,69
inf,95.5,inf,10.0,2,7,23,614,614,156,69,69,69
-85.5,-inf,89.5,-inf,2,4,16,614,614,156,69,69,69
inf,32.5,101.0,83.5,4,14,4,614,614,156,69,69,69
32.5,-inf,inf,66.5,2,3,5,614,614,156,69,69,69
106.0,-inf,-85.5,-inf,2,3,10,614,614,156,69,69,69
inf,-inf,-81.5,-87.0,2,6,13,614,614,156,69,69,69
inf,-87.5,-81.5,-91.0,3,8,10,614,614,156,69,69,69
inf,32.5,101.0,78.5,4,14,4,614,614,156,69,69,69
107.0,-71.0,-81.5,-inf,3,9,3,614,614,156,69,69,69
inf,35.0,99.5,83.5,3,14,4,614,614,156,69,69,69
95.5,-78.0,-77.5,-90.0,4,18,1,614,614,156,69,69,69
-70.5,-inf,-83.0,-inf,3,0,13,614,614,156,69,69,69
-74.0,-inf,-81.5,-inf,3,0,16,614,614,156,69,69,69
inf,96.0,89.0,-inf,2,7,10,614,614,156,69,69,69
91.5,70.0,66.5,-27.5,7,15,0,614,614,156,69,69,69
52.0,-inf,inf,83.0,2,3,6,614,614,156,69,69,69
inf,-80.5,-83.5,-inf,2,7,3,614,614,156,69,69,69
inf,99.5,95.5,-inf,3,2,11,614,614,156,69,69,69
47.0,-inf,inf,66.5,2,8,7,614,614,156,69,69,69
inf,-76.5,-83.5,-93.5,3,7,2,614,614,156,69,69,69
0.5,-78.0,-77.5,-91.5,4,18,0,614,614,156,69,69,69
110.0,45.5,inf,81.5,3,13,4,614,614,156,69,69,69
inf,99.5,93.0,-inf,2,2,11,614,614,156,69,69,69
58.0,-inf,inf,81.5,3,5,7,614,614,156,69,69,69
45.5,-inf,inf,83.5,2,1,6,614,614,156,69,69,69
-87.5,-inf,-74.5,-91.5,4,0,10,614,614,156,69,69,69
inf,54.5,-27.5,-inf,2,2,7,614,614,156,69,69,69
inf,35.0,93.5,79.5,3,10,3,614,614,156,69,69,69
inf,56.5,-17.0,-inf,2,4,7,614,614,156,69,69,69
35.0,-36.0,62.5,32.5,5,25,0,614,614,156,69,69,69
inf,-inf,-88.0,-inf,1,3,7,614,614,156,69,69,69
inf,110.5,93.5,-inf,2,0,10,614,614,156,69,69,69
154.5,-87.5,-81.5,-89.5,5,7,9,614,614,156,69,69,69
45.0,-inf,inf,87.5,2,1,5,614,614,156,69,69,69
inf,45.5,inf,101.0,3,0,18,614,614,156,69,69,69
35.0,-inf,inf,79.5,2,1,5,614,614,156,69,69,69
111.5,-87.5,117.0,88.5,4,9,5,614,614,156,69,69,69
94.5,-inf,inf,101.0,2,0,5,614,614,156,69,69,69
36.0,-83.5,inf,62.5,5,5,6,614,614,156,69,69,69
inf,116.0,99.0,-85.5,6,0,10,614,614,156,69,69,69
100.0,-69.0,-81.5,-inf,4,8,2,614,614,156,69,69,69
-80.5,-inf,inf,-75.5,2,13,1,614,614,156,69,69,69
105.5,-87.5,inf,101.0,4,0,5,614,614,156,69,69,69
inf,-inf,96.0,91.5,2,5,1,614,614,156,69,69,69
inf,112.5,88.5,-81.5,3,0,7,614,614,156,69,69,69
inf,71.0,4.0,-77.5,3,3,7,614,614,156,69,69,69
85.0,53.5,-19.0,-inf,3,4,4,614,614,156,69,69,69
inf,87.5,9.5,-inf,3,0,5,614,614,156,69,69,69
-87.5,-inf,inf,-81.0,2,2,4,614,614,156,69,69,69
94.0,-inf,inf,96.0,2,1,6,614,614,156,69,69,69
100.0,-inf,inf,101.0,2,0,5,614,614,156,69,69,69
inf,69.0,-27.5,-78.5,4,0,5,614,614,156,69,69,69
101.5,-93.0,inf,99.0,4,0,5,614,614,156,69,69,69
inf,94.5,9.5,-inf,2,0,5,614,614,156,69,69,69
inf,95.5,81.5,-inf,2,5,10,614,614,156,69,69,69
89.5,-70.5,-81.5,-inf,3,9,2,614,614,156,69,69,69
inf,53.5,-27.5,-inf,2,2,7,614,614,156,69,69,69
92.5,-inf,inf,95.5,2,1,6,614,614,156,69,69,69
88.0,67.0,13.5,-88.5,6,7,2,614,614,156,69,69,69
inf,112.5,92.0,-81.5,3,0,10,614,614,156,69,69,69
111.5,-70.5,-81.5,-inf,3,9,2,614,614,156,69,69,69
52.0,-inf,inf,81.5,2,4,6,614,614,156,69,69,69
inf,53.5,-47.0,-inf,2,0,5,614,614,156,69,69,69
111.5,94.5,inf,-9.5,3,9,1,614,614,156,69,69,69
100.0,-86.5,-82.5,-inf,3,7,7,614,614,156,69,69,69
117.5,-inf,inf,96.0,4,1,8,614,614,156,69,69,69
inf,71.0,-13.5,-inf,2,2,6,614,614,156,69,69,69
inf,64.5,5.5,-inf,2,4,7,614,614,156,69,69,69
inf,-inf,-85.5,-inf,3,3,10,614,614,156,69,69,69
39.0,-inf,inf,79.5,3,2,5,614,614,156,69,69,69
4.0,-65.5,-81.5,-inf,3,6,1,614,614,156,69,69,69
30.5,-inf,inf,66.5,2,3,4,614,614,156,69,69,69
46.0,-inf,inf,58.5,2,9,7,614,614,156,69,69,69
105.5,96.5,89.5,-inf,4,7,2,614,614,156,69,69,69
-69.5,-85.0,-81.0,-inf,4,4,6,614,614,156,69,69,69
64.5,26.5,96.0,66.5,4,11,1,614,614,156,69,69,69
inf,54.5,5.5,-47.0,4,7,4,614,614,156,69,69,69
68.0,-inf,inf,89.5,2,5,6,614,614,156,69,69,69
-84.5,-inf,-77.5,-85.5,4,0,9,614,614,156,69,69,69
inf,54.5,-3.0,-91.5,4,6,8,614,614,156,69,69,69
inf,54.5,-45.0,-83.0,3,0,5,614,614,156,69,69,69
inf,42.5,-48.5,-91.0,4,0,5,614,614,156,69,69,69
inf,97.5,93.0,-inf,4,5,11,614,614,156,69,69,69
inf,91.5,9.5,-inf,3,0,5,614,614,156,69,69,69
43.0,-86.5,inf,81.5,3,2,5,614,614,156,69,69,69
inf,95.5,1.0,-inf,2,0,4,614,614,156,69,69,69
inf,100.5,73.5,-27.5,5,1,7,614,614,156,69,69,69
inf,69.5,-27.5,-inf,2,0,5,614,614,156,69,69,69
-83.0,-inf,inf,-75.0,3,8,1,614,614,156,69,69,69
-59.5,-84.5,-81.5,-inf,4,3,6,614,614,156,69,69,69
67.0,31.5,-27.5,-51.0,5,5,0,614,614,156,69,69,69
inf,-85.5,-81.5,-84.5,3,2,3,614,614,156,69,69,69
-86.5,-inf,91.5,-81.0,4,3,4,614,614,156,69,69,69
76.5,-76.5,inf,93.0,4,3,5,614,614,156,69,69,69
-86.5,-inf,99.0,-81.5,5,3,4,614,614,156,69,69,69
inf,54.5,-47.0,-inf,4,0,5,614,614,156,69,69,69
inf,85.0,6.0,-inf,3,0,5,614,614,156,69,69,69
-86.5,-91.0,99.5,-82.5,7,3,5,614,614,156,69,69,69
inf,95.5,10.0,-inf,2,0,4,614,614,156,69,69,69
-87.5,-inf,89.5,-89.0,4,2,9,614,614,156,69,69,69
inf,-70.5,-81.5,-inf,2,9,2,614,614,156,69,69,69
84.5,-inf,inf,96.0,2,1,4,614,614,156,69,69,69
64.0,-86.5,inf,87.5,4,6,6,614,614,156,69,69,69
inf,88.0,13.0,-inf,2,0,5,614,614,156,69,69,69
inf,94.5,10.0,-inf,2,0,5,614,614,156,69,69,69
32.5,-inf,inf,83.5,3,0,4,614,614,156,69,69,69
105.0,-74.0,-81.5,-inf,3,9,4,614,614,156,69,69,69
131.5,45.5,101.0,89.5,4,6,1,614,614,156,69,69,69
100.5,-86.5,-91.0,-inf,3,1,3,614,614,156,69,69,69
inf,89.5,16.0,-inf,2,0,5,614,614,156,69,69,69
inf,88.0,90.0,13.0,4,12,7,614,614,156,69,69,69
inf,72.5,-13.5,-inf,2,2,6,614,614,156,69,69,69
85.0,54.5,6.0,-inf,3,7,4,614,614,156,69,69,69
inf,71.0,-27.5,-inf,3,0,5,614,614,156,69,69,69
inf,13.5,-66.5,-inf,2,1,3,614,614,156,69,69,69
-87.5,-inf,inf,-81.5,3,2,4,614,614,156,69,69,69
99.5,-85.5,-85.5,-inf,4,3,5,614,614,156,69,69,69
inf,53.5,-27.5,-47.0,3,2,2,614,614,156,69,69,69
inf,147.5,91.5,-inf,2,0,7,614,614,156,69,69,69
-69.0,-86.5,-81.5,-inf,4,1,7,614,614,156,69,69,69
inf,84.0,10.0,-90.5,4,0,5,614,614,156,69,69,69
35.0,-inf,inf,83.5,2,0,5,614,614,156,69,69,69
0.5,-69.0,-81.5,-inf,3,8,1,614,614,156,69,69,69
58.5,-86.5,inf,83.0,5,4,7,614,614,156,69,69,69
inf,64.5,-27.5,-91.0,4,0,5,614,614,156,69,69,69
54.5,13.5,inf,66.5,3,8,5,614,614,156,69,69,69
inf,31.5,-51.0,-inf,3,2,5,614,614,156,69,69,69
inf,87.5,4.0,-inf,2,0,5,614,614,156,69,69,69
-84.0,-inf,87.5,-75.5,3,7,1,614,614,156,69,69,69
39.0,-inf,inf,83.5,3,1,5,614,614,156,69,69,69
64.5,26.5,inf,96.0,4,0,3,614,614,156,69,69,69
inf,-84.0,-83.0,-inf,2,7,5,614,614,156,69,69,69
inf,-70.5,-83.0,-inf,3,7,1,614,614,156,69,69,69
44.5,-inf,inf,83.5,2,1,6,614,614,156,69,69,69
inf,56.5,-29.0,-inf,2,2,6,614,614,156,69,69,69
117.5,96.5,96.0,-81.5,5,7,2,614,614,156,69,69,69
-87.5,-inf,78.5,-83.0,3,2,7,614,614,156,69,69,69
4.0,-60.5,-81.5,-inf,4,6,0,614,614,156,69,69,69
inf,99.5,66.5,-45.0,5,1,7,614,614,156,69,69,69
109.5,94.5,inf,10.0,3,9,0,614,614,156,69,69,69
inf,14.5,-66.5,-89.5,3,1,3,614,614,156,69,69,69
107.0,-86.0,inf,96.0,3,1,6,614,614,156,69,69,69
inf,12.5,-67.5,-inf,3,1,3,614,614,156,69,69,69
32.5,-inf,inf,78.5,3,1,4,614,614,156,69,69,69
61.5,-inf,inf,93.0,2,2,4,614,614,156,69,69,69
inf,-69.0,-81.5,-inf,2,8,2,614,614,156,69,69,69
43.0,-87.5,inf,83.5,4,1,5,614,614,156,69,69,69
100.0,-93.0,99.0,89.5,5,7,3,614,614,156,69,69,69
inf,-80.5,-81.5,-91.5,3,8,1,614,614,156,69,69,69
53.5,-83.0,-84.5,-91.0,5,6,1,614,614,156,69,69,69
33.5,-inf,inf,64.0,2,4,6,614,614,156,69,69,69
inf,67.5,-29.0,-83.5,5,0,5,614,614,156,69,69,69
52.0,-87.5,inf,89.5,3,2,4,614,614,156,69,69,69
45.0,-inf,inf,79.5,2,2,6,614,614,156,69,69,69
inf,-inf,-89.5,-inf,1,2,6,614,614,156,69,69,69
32.5,-inf,inf,89.5,3,0,2,614,614,156,69,69,69
-37.0,-inf,inf,32.5,3,0,2,614,614,156,69,69,69
154.5,-87.5,-89.5,-inf,4,2,4,614,614,156,69,69,69
inf,138.5,96.0,-85.5,3,0,7,614,614,156,69,69,69
51.5,-87.5,inf,86.5,3,3,5,614,614,156,69,69,69
inf,111.5,90.5,-inf,3,0,8,614,614,156,69,69,69
inf,-80.5,-88.5,-inf,2,2,3,614,614,156,69,69,69
inf,100.0,77.5,-inf,2,1,8,614,614,156,69,69,69
110.5,-85.5,inf,99.5,3,0,5,614,614,156,69,69,69
inf,88.5,10.0,-inf,3,0,5,614,614,156,69,69,69
105.5,95.5,inf,10.0,4,7,0,614,614,156,69,69,69
inf,20.5,-67.5,-inf,2,0,2,614,614,156,69,69,69
84.0,64.5,-10.0,-inf,3,2,2,614,614,156,69,69,69
-76.5,-85.5,-81.0,-inf,4,2,4,614,614,156,69,69,69
inf,-inf,-91.5,-inf,2,1,3,614,614,156,69,69,69
inf,94.5,6.0,-91.5,3,0,5,614,614,156,69,69,69
inf,38.5,-48.5,-inf,4,0,5,614,614,156,69,69,69
inf,67.0,-27.5,-51.0,5,0,2,614,614,156,69,69,69
53.5,36.0,inf,62.5,5,5,1,614,614,156,69,69,69
74.0,72.5,inf,-inf,3,1,2,614,614,156,69,69,69
111.5,-inf,inf,99.0,3,0,5,614,614,156,69,69,69
-87.0,-inf,inf,-80.5,2,3,4,614,614,156,69,69,69
0.5,-69.5,-81.0,-inf,3,9,1,614,614,156,69,69,69
-86.5,-inf,-76.0,-80.5,4,0,3,614,614,156,69,69,69
95.5,54.5,inf,99.5,5,0,4,614,614,156,69,69,69
inf,88.0,14.5,-inf,2,0,5,614,614,156,69,69,69
113.5,-inf,inf,101.0,3,0,7,614,614,156,69,69,69
-86.5,-inf,114.0,-76.0,5,3,2,614,614,156,69,69,69
99.5,-86.5,inf,95.5,3,1,6,614,614,156,69,69,69
-86.5,-inf,-76.0,-81.5,5,0,3,614,614,156,69,69,69
84.0,58.0,10.0,-90.5,4,8,3,614,614,156,69,69,69
-34.5,-inf,inf,29.0,2,0,2,614,614,156,69,69,69
35.0,24.0,101.0,66.5,7,2,2,614,614,156,69,69,69
-87.0,-inf,-4.5,-80.5,4,3,4,614,614,156,69,69,69
88.0,-inf,-81.5,-84.5,3,2,8,614,614,156,69,69,69
95.5,-83.0,inf,96.0,3,1,6,614,614,156,69,69,69
45.5,-inf,inf,92.0,2,0,3,614,614,156,69,69,69
53.5,-83.0,inf,89.5,3,2,4,614,614,156,69,69,69
39.5,-inf,inf,89.5,3,1,3,614,614,156,69,69,69
24.0,-85.0,101.0,68.0,8,2,2,614,614,156,69,69,69
117.5,-88.5,inf,96.0,3,1,8,614,614,156,69,69,69
95.5,-87.5,89.5,83.0,6,5,2,614,614,156,69,69,69
94.5,-inf,inf,99.5,3,0,5,614,614,156,69,69,69
94.5,-64.0,-81.5,-inf,3,6,2,614,614,156,69,69,69
inf,36.5,-67.5,-inf,2,0,2,614,614,156,69,69,69
inf,88.0,49.0,14.5,3,9,4,614,614,156,69,69,69
-37.0,-84.5,101.0,13.5,6,3,3,614,614,156,69,69,69
32.0,-inf,inf,83.5,3,0,4,614,614,156,69,69,69
inf,-inf,-81.5,-84.5,2,2,8,614,614,156,69,69,69
inf,92.5,10.0,-inf,2,0,5,614,614,156,69,69,69
-41.5,-86.0,inf,35.5,4,0,2,614,614,156,69,69,69
inf,53.5,-66.5,-81.5,4,0,2,614,614,156,69,69,69
95.5,-inf,inf,95.5,3,1,6,614,614,156,69,69,69
95.5,-inf,inf,101.0,3,0,5,614,614,156,69,69,69
inf,-64.5,-81.5,-inf,2,6,2,614,614,156,69,69,69
74.0,71.0,inf,-86.0,4,2,2,614,614,156,69,69,69
94.5,-inf,-86.0,-inf,3,3,10,614,614,156,69,69,69
105.5,-inf,inf,99.5,3,0,5,614,614,156,69,69,69
111.5,91.5,inf,9.5,4,10,0,614,614,156,69,69,69
inf,-64.0,-81.5,-inf,2,6,2,614,614,156,69,69,69
35.0,-inf,inf,77.0,3,1,5,614,614,156,69,69,69
inf,-87.5,-85.5,-inf,2,3,7,614,614,156,69,69,69
inf,-86.5,-86.0,-inf,2,3,6,614,614,156,69,69,69
inf,54.5,-53.0,-inf,3,0,4,614,614,156,69,69,69
111.5,-inf,inf,96.0,3,1,6,614,614,156,69,69,69
-36.0,-inf,inf,35.5,2,0,2,614,614,156,69,69,69
-67.5,-inf,inf,-6.5,2,0,2,614,614,156,69,69,69
-85.5,-inf,inf,-75.0,3,3,1,614,614,156,69,69,69
100.0,-83.5,inf,96.0,3,1,6,614,614,156,69,69,69
96.5,95.5,89.5,-inf,5,0,1,614,614,156,69,69,69
-36.0,-inf,inf,32.5,3,0,2,614,614,156,69,69,69
inf,-86.5,-81.5,-83.5,5,2,2,614,614,156,69,69,69
101.5,100.5,inf,-27.5,4,0,1,614,614,156,69,69,69
-87.5,-inf,93.0,-81.5,4,2,4,614,614,156,69,69,69
-91.0,-inf,inf,-77.5,3,0,1,614,614,156,69,69,69
20.5,-80.0,-91.0,-inf,4,1,3,614,614,156,69,69,69
inf,0.5,-77.0,-inf,3,0,1,614,614,156,69,69,69
91.5,-85.0,inf,101.0,4,0,5,614,614,156,69,69,69
94.5,4.0,-81.5,-inf,3,0,1,614,614,156,69,69,69
inf,61.5,101.0,93.0,3,2,0,614,614,156,69,69,69
inf,-76.5,-93.5,-inf,3,0,1,614,614,156,69,69,69
49.0,32.5,93.5,64.0,6,5,0,614,614,156,69,69,69
-85.5,-inf,inf,-74.5,3,3,1,614,614,156,69,69,69
-67.5,-inf,inf,-4.5,2,0,2,614,614,156,69,69,69
-37.0,-inf,inf,35.5,2,0,2,614,614,156,69,69,69
-86.5,-inf,inf,-75.5,2,3,1,614,614,156,69,69,69
-87.0,-inf,32.5,-81.5,3,3,4,614,614,156,69,69,69
-26.5,-87.5,inf,35.5,4,1,2,614,614,156,69,69,69
-91.0,-inf,90.5,-81.0,3,0,1,614,614,156,69,69,69
-91.0,-inf,95.5,-77.5,4,0,1,614,614,156,69,69,69
91.5,70.0,-27.5,-81.5,7,0,2,614,614,156,69,69,69
-91.0,-inf,inf,-81.5,3,0,1,614,614,156,69,69,69
105.5,55.0,101.0,96.0,5,1,0,614,614,156,69,69,69
-87.5,-inf,83.5,-74.5,4,2,1,614,614,156,69,69,69
32.5,27.0,inf,64.0,5,2,1,614,614,156,69,69,69
94.5,-inf,-93.5,-inf,3,0,1,614,614,156,69,69,69
99.5,-86.0,inf,94.5,4,3,6,614,614,156,69,69,69
113.0,-91.0,inf,98.0,4,1,7,614,614,156,69,69,69
-87.0,-inf,85.0,-81.0,3,3,4,614,614,156,69,69,69
112.5,30.0,91.0,87.5,6,6,1,614,614,156,69,69,69
100.5,-86.5,inf,95.5,3,1,6,614,614,156,69,69,69
55.0,-87.5,101.0,96.0,5,0,1,614,614,156,69,69,69
27.0,11.0,inf,64.0,4,2,2,614,614,156,69,69,69
100.5,-83.5,-93.5,-inf,3,0,1,614,614,156,69,69,69
106.0,4.0,-81.5,-inf,4,0,1,614,614,156,69,69,69
105.5,91.5,inf,-13.5,4,10,1,614,614,156,69,69,69
-93.0,-inf,inf,-85.5,2,0,3,614,614,156,69,69,69
110.5,-80.5,inf,101.0,3,0,5,614,614,156,69,69,69
105.5,-inf,92.5,89.5,3,3,1,614,614,156,69,69,69
inf,0.5,-75.5,-inf,2,0,1,614,614,156,69,69,69
inf,4.0,-81.5,-inf,2,0,1,614,614,156,69,69,69
inf,-inf,-93.5,-inf,2,0,1,614,614,156,69,69,69
-19.0,-78.0,-93.5,-inf,4,0,1,614,614,156,69,69,69
-19.0,-83.0,-92.5,-inf,4,0,1,614,614,156,69,69,69
-86.5,-inf,66.5,-76.0,3,3,2,614,614,156,69,69,69
-92.5,-inf,inf,-77.5,2,0,1,614,614,156,69,69,69
95.5,-83.0,-92.5,-inf,4,0,1,614,614,156,69,69,69
inf,36.5,-67.5,-91.0,3,0,2,614,614,156,69,69,69
inf,-67.5,-93.5,-inf,2,0,1,614,614,156,69,69,69
-86.5,-inf,inf,-74.5,3,3,1,614,614,156,69,69,69
99.5,-86.5,-93.5,-inf,4,0,1,614,614,156,69,69,69
-86.0,-inf,inf,-74.5,2,3,1,614,614,156,69,69,69
inf,-67.5,-90.0,-93.5,3,2,0,614,614,156,69,69,69
111.5,101.5,inf,-27.5,5,1,0,614,614,156,69,69,69
inf,0.5,-77.5,-91.5,3,0,1,614,614,156,69,69,69
88.5,-85.5,-85.5,-inf,3,3,5,614,614,156,69,69,69
-67.5,-92.5,inf,-7.5,3,0,2,614,614,156,69,69,69
116.0,101.5,99.0,-85.5,6,1,0,614,614,156,69,69,69
112.5,-93.5,-92.5,-inf,6,0,1,614,614,156,69,69,69
inf,0.5,-81.0,-inf,2,0,1,614,614,156,69,69,69
inf,-19.0,-75.5,-inf,2,3,1,614,614,156,69,69,69
inf,2.5,-75.5,-inf,2,0,1,614,614,156,69,69,69
